,,,,,,,,,,,,End To End Performance,,,,Shipping Instruction Updating Date & Status,,,,,,,Key,
LC,Jenis Armada,Price,Inap Loading,Inap Bongkar,Buruh Bongkar,Multidrop,Other,Total Price,Supplying Site,Name Vendor,Last Status,Performance,Standard (Days),Actual (Days),Deadline,1=NEW,2=RECEIVE,3=CONFIRM,4=VALIDATE,5=BILLED,6=SENT,7=PAID,Code Supply,Name Supply
251027L006,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,24.02.2026,27.01.2026,28.01.2026,28.01.2026,28.01.2026,29.01.2026,29.01.2026,,S001,WH KLS JABABEKA
251029L022,FUSO,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,21.02.2026,24.01.2026,26.01.2026,09.02.2026,10.02.2026,10.02.2026,18.02.2026,,S001,WH KLS JABABEKA
251029L023,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,19.02.2026,22.01.2026,24.01.2026,26.01.2026,26.01.2026,27.01.2026,27.01.2026,,S001,WH KLS JABABEKA
251029L023,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,19.02.2026,22.01.2026,24.01.2026,26.01.2026,26.01.2026,27.01.2026,27.01.2026,,S001,WH KLS JABABEKA
251104L032,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,19.02.2026,22.01.2026,24.01.2026,26.01.2026,26.01.2026,27.01.2026,27.01.2026,,S001,WH KLS JABABEKA
251104L032,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,19.02.2026,22.01.2026,24.01.2026,26.01.2026,26.01.2026,27.01.2026,27.01.2026,,S001,WH KLS JABABEKA
251105L049,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,24.02.2026,27.01.2026,28.01.2026,28.01.2026,28.01.2026,29.01.2026,29.01.2026,,S001,WH KLS JABABEKA
251105L049,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,24.02.2026,27.01.2026,28.01.2026,28.01.2026,28.01.2026,29.01.2026,29.01.2026,,S001,WH KLS JABABEKA
251113L044,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,19.02.2026,22.01.2026,24.01.2026,26.01.2026,26.01.2026,27.01.2026,27.01.2026,,S001,WH KLS JABABEKA
251113L044,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,19.02.2026,22.01.2026,24.01.2026,26.01.2026,26.01.2026,27.01.2026,27.01.2026,,S001,WH KLS JABABEKA
251114L034,FUSO,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,21.01.2026,09.02.2026,10.02.2026,10.02.2026,13.02.2026,,S001,WH KLS JABABEKA
251114L059,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251114L059,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251114L060,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,19.02.2026,22.01.2026,24.01.2026,26.01.2026,26.01.2026,27.01.2026,27.01.2026,,S001,WH KLS JABABEKA
251114L060,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,19.02.2026,22.01.2026,24.01.2026,26.01.2026,26.01.2026,27.01.2026,27.01.2026,,S001,WH KLS JABABEKA
251114L061,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,24.02.2026,27.01.2026,28.01.2026,28.01.2026,28.01.2026,29.01.2026,29.01.2026,,S001,WH KLS JABABEKA
251114L061,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,24.02.2026,27.01.2026,28.01.2026,28.01.2026,28.01.2026,29.01.2026,29.01.2026,,S001,WH KLS JABABEKA
251117L043,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251117L043,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251124L035,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,2,LATE,7,159,25.01.2026,17.01.2026,17.01.2026,,,,,,S001,WH KLS JABABEKA
251126L016,FUSO,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,21.01.2026,09.02.2026,10.02.2026,10.02.2026,13.02.2026,,S001,WH KLS JABABEKA
251127L005,TOWING,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,JASATAMA DIRGANTARA EXPRESS,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,25.01.2026,29.01.2026,04.02.2026,05.02.2026,05.02.2026,,S001,WH KLS JABABEKA
251128L046,FUSO,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,16.01.2026,20.01.2026,20.01.2026,20.01.2026,26.01.2026,,S001,WH KLS JABABEKA
251128L048,FUSO,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,21.01.2026,09.02.2026,10.02.2026,10.02.2026,13.02.2026,,S001,WH KLS JABABEKA
251128L050,FUSO,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,16.01.2026,20.01.2026,20.01.2026,20.01.2026,26.01.2026,,S001,WH KLS JABABEKA
251128L054,FUSO,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,16.01.2026,20.01.2026,20.01.2026,20.01.2026,26.01.2026,,S001,WH KLS JABABEKA
251128L055,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,24.02.2026,27.01.2026,28.01.2026,28.01.2026,28.01.2026,29.01.2026,29.01.2026,,S001,WH KLS JABABEKA
251128L055,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,24.02.2026,27.01.2026,28.01.2026,28.01.2026,28.01.2026,29.01.2026,29.01.2026,,S001,WH KLS JABABEKA
251129L007,CDD PICK UP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,14.01.2026,11.03.2026,11.03.2026,27.03.2026,31.03.2026,,S001,WH KLS JABABEKA
251129L007,CDD PICK UP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,14.01.2026,11.03.2026,11.03.2026,27.03.2026,31.03.2026,,S001,WH KLS JABABEKA
251130C003,FUSO LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,14.01.2026,15.01.2026,,S001,WH KLS JABABEKA
251201L015,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,14.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251201L015,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,14.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251201L016,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,13.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251201L016,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,13.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251201L017,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,14.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251201L017,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,14.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251201L020,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,2,LATE,7,163,21.01.2026,13.01.2026,14.01.2026,,,,,,S001,WH KLS JABABEKA
251201L031,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,17.01.2026,20.01.2026,20.01.2026,21.01.2026,21.01.2026,,S001,WH KLS JABABEKA
251201L031,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,17.01.2026,20.01.2026,20.01.2026,21.01.2026,21.01.2026,,S001,WH KLS JABABEKA
251202L009,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,15.01.2026,11.03.2026,11.03.2026,27.03.2026,27.03.2026,,S001,WH KLS JABABEKA
251202L009,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,15.01.2026,11.03.2026,11.03.2026,27.03.2026,27.03.2026,,S001,WH KLS JABABEKA
251202L010,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,15.01.2026,11.03.2026,11.03.2026,27.03.2026,27.03.2026,,S001,WH KLS JABABEKA
251202L010,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,15.01.2026,11.03.2026,11.03.2026,27.03.2026,27.03.2026,,S001,WH KLS JABABEKA
251202L011,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,15.01.2026,11.03.2026,11.03.2026,27.03.2026,27.03.2026,,S001,WH KLS JABABEKA
251202L011,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,15.01.2026,11.03.2026,11.03.2026,27.03.2026,27.03.2026,,S001,WH KLS JABABEKA
251202L029,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,13.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251202L029,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,13.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251202L033,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,14.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251202L033,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,14.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251203L021,CDD PICK UP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251203L021,CDD PICK UP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251203L057,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251203L057,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251203L058,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251203L058,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251203L059,CDE LONG CHASSIS,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,24.02.2026,27.01.2026,28.01.2026,28.01.2026,28.01.2026,29.01.2026,29.01.2026,,S001,WH KLS JABABEKA
251203L059,CDE LONG CHASSIS,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,24.02.2026,27.01.2026,28.01.2026,28.01.2026,28.01.2026,29.01.2026,29.01.2026,,S001,WH KLS JABABEKA
251203L060,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,2,LATE,7,149,04.02.2026,27.01.2026,28.01.2026,,,,,,S001,WH KLS JABABEKA
251204L025,FUSO,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,16.01.2026,20.01.2026,20.01.2026,20.01.2026,26.01.2026,,S001,WH KLS JABABEKA
251204L032,FUSO,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,21.02.2026,24.01.2026,27.01.2026,09.02.2026,10.02.2026,10.02.2026,13.02.2026,,S001,WH KLS JABABEKA
251205L009,CDD BAK,11500000,0,0,0,2300000,0,13800000,S001 - WH KLS JABABEKA,BINTANG SAMUDERA,7,ON SCHEDULE,29,0,12.02.2026,13.01.2026,14.01.2026,19.01.2026,19.01.2026,19.01.2026,19.01.2026,,S001,WH KLS JABABEKA
251206C001,FUSO LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,14.01.2026,15.01.2026,,S001,WH KLS JABABEKA
251206C002,FUSO LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,14.01.2026,15.01.2026,,S001,WH KLS JABABEKA
251206C003,FUSO LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,14.01.2026,15.01.2026,,S001,WH KLS JABABEKA
251206C010,TRAILER LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,13.01.2026,14.01.2026,,S001,WH KLS JABABEKA
251206C011,TRAILER LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,13.01.2026,14.01.2026,,S001,WH KLS JABABEKA
251206C012,TRAILER LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,13.01.2026,14.01.2026,,S001,WH KLS JABABEKA
251206C015,TRONTON LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,13.01.2026,14.01.2026,,S001,WH KLS JABABEKA
251206C016,TRONTON LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,13.01.2026,14.01.2026,,S001,WH KLS JABABEKA
251206C018,FUSO LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,14.01.2026,15.01.2026,,S001,WH KLS JABABEKA
251206C019,FUSO LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,14.01.2026,15.01.2026,,S001,WH KLS JABABEKA
251206C020,FUSO LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,14.01.2026,15.01.2026,,S001,WH KLS JABABEKA
251206C021,FUSO BAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,14.01.2026,15.01.2026,,S001,WH KLS JABABEKA
251206C022,FUSO LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,14.01.2026,15.01.2026,,S001,WH KLS JABABEKA
251206C023,FUSO LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,14.01.2026,15.01.2026,,S001,WH KLS JABABEKA
251206C024,FUSO LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,05.02.2026,08.01.2026,08.01.2026,09.01.2026,09.01.2026,14.01.2026,15.01.2026,,S001,WH KLS JABABEKA
251207L008,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,14.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251207L008,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,14.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251208L032,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251208L032,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251208L033,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251208L033,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251210L002,CDD BAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,16.01.2026,20.01.2026,20.01.2026,20.01.2026,26.01.2026,,S001,WH KLS JABABEKA
251210L030,FUSO BAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,16.01.2026,20.01.2026,20.01.2026,20.01.2026,26.01.2026,,S001,WH KLS JABABEKA
251212L048,FUSO BAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,21.01.2026,09.02.2026,10.02.2026,10.02.2026,18.02.2026,,S001,WH KLS JABABEKA
251212L049,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251212L049,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,17.01.2026,20.01.2026,20.01.2026,20.01.2026,20.01.2026,,S001,WH KLS JABABEKA
251212L050,CDD PICK UP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,12.02.2026,15.01.2026,16.01.2026,20.01.2026,20.01.2026,20.01.2026,26.01.2026,,S001,WH KLS JABABEKA
251213L015,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,14.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251213L015,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,10.02.2026,13.01.2026,14.01.2026,25.02.2026,25.02.2026,03.03.2026,06.03.2026,,S001,WH KLS JABABEKA
251215L040,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,24.02.2026,27.01.2026,28.01.2026,28.01.2026,28.01.2026,29.01.2026,29.01.2026,,S001,WH KLS JABABEKA
251215L040,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,24.02.2026,27.01.2026,28.01.2026,28.01.2026,28.01.2026,29.01.2026,29.01.2026,,S001,WH KLS JABABEKA
251216L022,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,2,LATE,7,163,21.01.2026,13.01.2026,14.01.2026,,,,,,S001,WH KLS JABABEKA
251217L052,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,17.01.2026,20.01.2026,20.01.2026,21.01.2026,21.01.2026,,S001,WH KLS JABABEKA
251217L052,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. Nusantara Cargo Line,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,17.01.2026,20.01.2026,20.01.2026,21.01.2026,21.01.2026,,S001,WH KLS JABABEKA
251219L005,FUSO,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,21.01.2026,09.02.2026,10.02.2026,10.02.2026,13.02.2026,,S001,WH KLS JABABEKA
251219L008,FUSO LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,03.02.2026,06.01.2026,,13.01.2026,15.01.2026,15.01.2026,15.01.2026,,S001,WH KLS JABABEKA
251219L009,FUSO BAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,BEPA IKA PEKASA,7,ON SCHEDULE,27,0,28.02.2026,31.01.2026,01.02.2026,09.02.2026,10.02.2026,10.02.2026,13.02.2026,,S001,WH KLS JABABEKA
